  Current Time (s),Current Time (years),Pore Volume,Phase1-S8- Volume rate,Phase1-S8- Cumulative production
 0.33030000000E+05,0.10473744292E-02,0.16000000000E-03,0.55499993338E-08,0.18331647799E-03
 0.33120000000E+05,0.10502283105E-02,0.16000000000E-03,0.55499993338E-08,0.18381597793E-03
 0.33210000000E+05,0.10530821918E-02,0.16000000000E-03,0.55499993338E-08,0.18431547787E-03
 0.33300000000E+05,0.10559360731E-02,0.16000000000E-03,0.55499993338E-08,0.18481497781E-03
 0.33390000000E+05,0.10587899543E-02,0.16000000000E-03,0.55499993338E-08,0.18531447775E-03
 0.33480000000E+05,0.10616438356E-02,0.16000000000E-03,0.55499993338E-08,0.18581397769E-03
 0.33570000000E+05,0.10644977169E-02,0.16000000000E-03,0.55499993338E-08,0.18631347763E-03
 0.33660000000E+05,0.10673515982E-02,0.16000000000E-03,0.55499993338E-08,0.18681297757E-03
 0.33750000000E+05,0.10702054795E-02,0.16000000000E-03,0.55499993338E-08,0.18731247751E-03
 0.33840000000E+05,0.10730593607E-02,0.16000000000E-03,0.55499993338E-08,0.18781197745E-03
 0.33930000000E+05,0.10759132420E-02,0.16000000000E-03,0.55499993338E-08,0.18831147739E-03
 0.34020000000E+05,0.10787671233E-02,0.16000000000E-03,0.55499993338E-08,0.18881097733E-03
 0.34110000000E+05,0.10816210046E-02,0.16000000000E-03,0.55499993338E-08,0.18931047727E-03
 0.34200000000E+05,0.10844748858E-02,0.16000000000E-03,0.55499993338E-08,0.18980997721E-03
 0.34290000000E+05,0.10873287671E-02,0.16000000000E-03,0.55499993338E-08,0.19030947715E-03
 0.34380000000E+05,0.10901826484E-02,0.16000000000E-03,0.55499993338E-08,0.19080897709E-03
 0.34470000000E+05,0.10930365297E-02,0.16000000000E-03,0.55499993338E-08,0.19130847703E-03
 0.34560000000E+05,0.10958904110E-02,0.16000000000E-03,0.55499993338E-08,0.19180797697E-03
 0.34650000000E+05,0.10987442922E-02,0.16000000000E-03,0.55499993338E-08,0.19230747691E-03
 0.34740000000E+05,0.11015981735E-02,0.16000000000E-03,0.55499993338E-08,0.19280697685E-03
 0.34830000000E+05,0.11044520548E-02,0.16000000000E-03,0.55499993338E-08,0.19330647679E-03
 0.34920000000E+05,0.11073059361E-02,0.16000000000E-03,0.55499993338E-08,0.19380597673E-03
 0.35010000000E+05,0.11101598174E-02,0.16000000000E-03,0.55499993338E-08,0.19430547667E-03
 0.35100000000E+05,0.11130136986E-02,0.16000000000E-03,0.55499993338E-08,0.19480497661E-03
 0.35190000000E+05,0.11158675799E-02,0.16000000000E-03,0.55499993338E-08,0.19530447656E-03
 0.35280000000E+05,0.11187214612E-02,0.16000000000E-03,0.55499993338E-08,0.19580397650E-03
 0.35370000000E+05,0.11215753425E-02,0.16000000000E-03,0.55499993338E-08,0.19630347644E-03
 0.35460000000E+05,0.11244292237E-02,0.16000000000E-03,0.55499993338E-08,0.19680297638E-03
 0.35550000000E+05,0.11272831050E-02,0.16000000000E-03,0.55499993338E-08,0.19730247632E-03
 0.35640000000E+05,0.11301369863E-02,0.16000000000E-03,0.55499993338E-08,0.19780197626E-03
 0.35730000000E+05,0.11329908676E-02,0.16000000000E-03,0.55499993338E-08,0.19830147620E-03
 0.35820000000E+05,0.11358447489E-02,0.16000000000E-03,0.55499993338E-08,0.19880097614E-03
 0.35910000000E+05,0.11386986301E-02,0.16000000000E-03,0.55499993338E-08,0.19930047608E-03
 0.36000000000E+05,0.11415525114E-02,0.16000000000E-03,0.55499993338E-08,0.19979997602E-03
 0.36090000000E+05,0.11444063927E-02,0.16000000000E-03,0.55499993338E-08,0.20029947596E-03
 0.36180000000E+05,0.11472602740E-02,0.16000000000E-03,0.55499993338E-08,0.20079897590E-03
 0.36270000000E+05,0.11501141553E-02,0.16000000000E-03,0.55499993338E-08,0.20129847584E-03
 0.36360000000E+05,0.11529680365E-02,0.16000000000E-03,0.55499993338E-08,0.20179797578E-03
 0.36450000000E+05,0.11558219178E-02,0.16000000000E-03,0.55499993338E-08,0.20229747572E-03
 0.36540000000E+05,0.11586757991E-02,0.16000000000E-03,0.55499993338E-08,0.20279697566E-03
 0.36630000000E+05,0.11615296804E-02,0.16000000000E-03,0.55499993338E-08,0.20329647560E-03
 0.36720000000E+05,0.11643835616E-02,0.16000000000E-03,0.55499993338E-08,0.20379597554E-03
 0.36810000000E+05,0.11672374429E-02,0.16000000000E-03,0.55499993338E-08,0.20429547548E-03
 0.36900000000E+05,0.11700913242E-02,0.16000000000E-03,0.55499993338E-08,0.20479497542E-03
 0.36990000000E+05,0.11729452055E-02,0.16000000000E-03,0.55499993338E-08,0.20529447536E-03
 0.37080000000E+05,0.11757990868E-02,0.16000000000E-03,0.55499993338E-08,0.20579397530E-03
 0.37170000000E+05,0.11786529680E-02,0.16000000000E-03,0.55499993338E-08,0.20629347524E-03
 0.37260000000E+05,0.11815068493E-02,0.16000000000E-03,0.55499993338E-08,0.20679297518E-03
 0.37350000000E+05,0.11843607306E-02,0.16000000000E-03,0.55499993338E-08,0.20729247512E-03
 0.37440000000E+05,0.11872146119E-02,0.16000000000E-03,0.55499993338E-08,0.20779197506E-03
 0.37530000000E+05,0.11900684932E-02,0.16000000000E-03,0.55499993338E-08,0.20829147500E-03
 0.37620000000E+05,0.11929223744E-02,0.16000000000E-03,0.55499993338E-08,0.20879097494E-03
 0.37710000000E+05,0.11957762557E-02,0.16000000000E-03,0.55499993338E-08,0.20929047488E-03
 0.37800000000E+05,0.11986301370E-02,0.16000000000E-03,0.55499993338E-08,0.20978997482E-03
 0.37890000000E+05,0.12014840183E-02,0.16000000000E-03,0.55499993338E-08,0.21028947476E-03
 0.37980000000E+05,0.12043378995E-02,0.16000000000E-03,0.55499993338E-08,0.21078897470E-03
 0.38070000000E+05,0.12071917808E-02,0.16000000000E-03,0.55499993338E-08,0.21128847464E-03
 0.38160000000E+05,0.12100456621E-02,0.16000000000E-03,0.55499993338E-08,0.21178797458E-03
 0.38250000000E+05,0.12128995434E-02,0.16000000000E-03,0.55499993338E-08,0.21228747452E-03
 0.38340000000E+05,0.12157534247E-02,0.16000000000E-03,0.55499993338E-08,0.21278697446E-03
 0.38430000000E+05,0.12186073059E-02,0.16000000000E-03,0.55499993338E-08,0.21328647440E-03
 0.38520000000E+05,0.12214611872E-02,0.16000000000E-03,0.55499993338E-08,0.21378597434E-03
 0.38610000000E+05,0.12243150685E-02,0.16000000000E-03,0.55499993338E-08,0.21428547428E-03
 0.38700000000E+05,0.12271689498E-02,0.16000000000E-03,0.55499993338E-08,0.21478497422E-03
 0.38790000000E+05,0.12300228311E-02,0.16000000000E-03,0.55499993338E-08,0.21528447416E-03
 0.38880000000E+05,0.12328767123E-02,0.16000000000E-03,0.55499993338E-08,0.21578397410E-03
 0.38970000000E+05,0.12357305936E-02,0.16000000000E-03,0.55499993338E-08,0.21628347404E-03
 0.39060000000E+05,0.12385844749E-02,0.16000000000E-03,0.55499993338E-08,0.21678297398E-03
 0.39150000000E+05,0.12414383562E-02,0.16000000000E-03,0.55499993338E-08,0.21728247392E-03
 0.39240000000E+05,0.12442922374E-02,0.16000000000E-03,0.55499993338E-08,0.21778197386E-03
 0.39330000000E+05,0.12471461187E-02,0.16000000000E-03,0.55499993338E-08,0.21828147380E-03
 0.39420000000E+05,0.12500000000E-02,0.16000000000E-03,0.55499993338E-08,0.21878097374E-03
 0.39510000000E+05,0.12528538813E-02,0.16000000000E-03,0.55499993338E-08,0.21928047368E-03
 0.39600000000E+05,0.12557077626E-02,0.16000000000E-03,0.55499993338E-08,0.21977997362E-03
 0.39690000000E+05,0.12585616438E-02,0.16000000000E-03,0.55499993338E-08,0.22027947356E-03
 0.39780000000E+05,0.12614155251E-02,0.16000000000E-03,0.55499993338E-08,0.22077897350E-03
 0.39870000000E+05,0.12642694064E-02,0.16000000000E-03,0.55499993338E-08,0.22127847344E-03
 0.39960000000E+05,0.12671232877E-02,0.16000000000E-03,0.55499993338E-08,0.22177797338E-03
 0.40050000000E+05,0.12699771689E-02,0.16000000000E-03,0.55499993338E-08,0.22227747332E-03
 0.40140000000E+05,0.12728310502E-02,0.16000000000E-03,0.55499993338E-08,0.22277697326E-03
 0.40230000000E+05,0.12756849315E-02,0.16000000000E-03,0.55499993338E-08,0.22327647320E-03
 0.40320000000E+05,0.12785388128E-02,0.16000000000E-03,0.55499993338E-08,0.22377597314E-03
 0.40410000000E+05,0.12813926941E-02,0.16000000000E-03,0.55499993338E-08,0.22427547308E-03
 0.40500000000E+05,0.12842465753E-02,0.16000000000E-03,0.55499993338E-08,0.22477497302E-03
 0.40590000000E+05,0.12871004566E-02,0.16000000000E-03,0.55499993338E-08,0.22527447296E-03
 0.40680000000E+05,0.12899543379E-02,0.16000000000E-03,0.55499993338E-08,0.22577397290E-03
 0.40770000000E+05,0.12928082192E-02,0.16000000000E-03,0.55499993338E-08,0.22627347284E-03
 0.40860000000E+05,0.12956621005E-02,0.16000000000E-03,0.55499993338E-08,0.22677297278E-03
 0.40950000000E+05,0.12985159817E-02,0.16000000000E-03,0.55499993338E-08,0.22727247272E-03
 0.41040000000E+05,0.13013698630E-02,0.16000000000E-03,0.55499993338E-08,0.22777197266E-03
 0.41130000000E+05,0.13042237443E-02,0.16000000000E-03,0.55499993338E-08,0.22827147260E-03
 0.41220000000E+05,0.13070776256E-02,0.16000000000E-03,0.55499993338E-08,0.22877097254E-03
 0.41310000000E+05,0.13099315068E-02,0.16000000000E-03,0.55499993338E-08,0.22927047248E-03
 0.41400000000E+05,0.13127853881E-02,0.16000000000E-03,0.55499993338E-08,0.22976997242E-03
 0.41490000000E+05,0.13156392694E-02,0.16000000000E-03,0.55499993338E-08,0.23026947236E-03
 0.41580000000E+05,0.13184931507E-02,0.16000000000E-03,0.55499993338E-08,0.23076897230E-03
 0.41670000000E+05,0.13213470320E-02,0.16000000000E-03,0.55499993338E-08,0.23126847224E-03
 0.41760000000E+05,0.13242009132E-02,0.16000000000E-03,0.55499993338E-08,0.23176797218E-03
 0.41850000000E+05,0.13270547945E-02,0.16000000000E-03,0.55499993338E-08,0.23226747212E-03
 0.41940000000E+05,0.13299086758E-02,0.16000000000E-03,0.55499993338E-08,0.23276697206E-03
 0.42030000000E+05,0.13327625571E-02,0.16000000000E-03,0.55499993338E-08,0.23326647200E-03
 0.42120000000E+05,0.13356164384E-02,0.16000000000E-03,0.55499993338E-08,0.23376597194E-03
 0.42210000000E+05,0.13384703196E-02,0.16000000000E-03,0.55499993338E-08,0.23426547188E-03
 0.42300000000E+05,0.13413242009E-02,0.16000000000E-03,0.55499993338E-08,0.23476497182E-03
 0.42390000000E+05,0.13441780822E-02,0.16000000000E-03,0.55499993338E-08,0.23526447176E-03
 0.42480000000E+05,0.13470319635E-02,0.16000000000E-03,0.55499993338E-08,0.23576397170E-03
 0.42570000000E+05,0.13498858447E-02,0.16000000000E-03,0.55499993338E-08,0.23626347164E-03
 0.42660000000E+05,0.13527397260E-02,0.16000000000E-03,0.55499993338E-08,0.23676297158E-03
 0.42750000000E+05,0.13555936073E-02,0.16000000000E-03,0.55499993338E-08,0.23726247152E-03
 0.42840000000E+05,0.13584474886E-02,0.16000000000E-03,0.55499993338E-08,0.23776197146E-03
 0.42930000000E+05,0.13613013699E-02,0.16000000000E-03,0.55499993338E-08,0.23826147140E-03
 0.43020000000E+05,0.13641552511E-02,0.16000000000E-03,0.55499993338E-08,0.23876097134E-03
 0.43110000000E+05,0.13670091324E-02,0.16000000000E-03,0.55499993338E-08,0.23926047128E-03
 0.43200000000E+05,0.13698630137E-02,0.16000000000E-03,0.55499993338E-08,0.23975997122E-03
 0.43290000000E+05,0.13727168950E-02,0.16000000000E-03,0.55499993338E-08,0.24025947116E-03
 0.43380000000E+05,0.13755707763E-02,0.16000000000E-03,0.55499993338E-08,0.24075897110E-03
 0.43470000000E+05,0.13784246575E-02,0.16000000000E-03,0.55499993338E-08,0.24125847104E-03
 0.43560000000E+05,0.13812785388E-02,0.16000000000E-03,0.55499993338E-08,0.24175797098E-03
 0.43650000000E+05,0.13841324201E-02,0.16000000000E-03,0.55499993338E-08,0.24225747092E-03
 0.43740000000E+05,0.13869863014E-02,0.16000000000E-03,0.55499993338E-08,0.24275697086E-03
 0.43830000000E+05,0.13898401826E-02,0.16000000000E-03,0.55499993338E-08,0.24325647080E-03
 0.43920000000E+05,0.13926940639E-02,0.16000000000E-03,0.55499993338E-08,0.24375597074E-03
 0.44010000000E+05,0.13955479452E-02,0.16000000000E-03,0.55499993338E-08,0.24425547068E-03
 0.44100000000E+05,0.13984018265E-02,0.16000000000E-03,0.55499993338E-08,0.24475497062E-03
 0.44190000000E+05,0.14012557078E-02,0.16000000000E-03,0.55499993338E-08,0.24525447056E-03
 0.44280000000E+05,0.14041095890E-02,0.16000000000E-03,0.55499993338E-08,0.24575397050E-03
 0.44370000000E+05,0.14069634703E-02,0.16000000000E-03,0.55499993338E-08,0.24625347044E-03
 0.44460000000E+05,0.14098173516E-02,0.16000000000E-03,0.55499993338E-08,0.24675297038E-03
 0.44550000000E+05,0.14126712329E-02,0.16000000000E-03,0.55499993338E-08,0.24725247032E-03
 0.44640000000E+05,0.14155251142E-02,0.16000000000E-03,0.55499993338E-08,0.24775197026E-03
 0.44730000000E+05,0.14183789954E-02,0.16000000000E-03,0.55499993338E-08,0.24825147020E-03
 0.44820000000E+05,0.14212328767E-02,0.16000000000E-03,0.55499993338E-08,0.24875097014E-03
 0.44910000000E+05,0.14240867580E-02,0.16000000000E-03,0.55499993338E-08,0.24925047008E-03
 0.45000000000E+05,0.14269406393E-02,0.16000000000E-03,0.55499993338E-08,0.24974997002E-03
 0.45090000000E+05,0.14297945205E-02,0.16000000000E-03,0.55499993338E-08,0.25024946996E-03
 0.45180000000E+05,0.14326484018E-02,0.16000000000E-03,0.55499993338E-08,0.25074896990E-03
 0.45270000000E+05,0.14355022831E-02,0.16000000000E-03,0.55499993338E-08,0.25124846984E-03
 0.45360000000E+05,0.14383561644E-02,0.16000000000E-03,0.55499993338E-08,0.25174796978E-03
 0.45450000000E+05,0.14412100457E-02,0.16000000000E-03,0.55499993338E-08,0.25224746972E-03
 0.45540000000E+05,0.14440639269E-02,0.16000000000E-03,0.55499993338E-08,0.25274696966E-03
 0.45630000000E+05,0.14469178082E-02,0.16000000000E-03,0.55499993338E-08,0.25324646960E-03
 0.45720000000E+05,0.14497716895E-02,0.16000000000E-03,0.55499993338E-08,0.25374596954E-03
 0.45810000000E+05,0.14526255708E-02,0.16000000000E-03,0.55499993338E-08,0.25424546948E-03
 0.45900000000E+05,0.14554794521E-02,0.16000000000E-03,0.55499993338E-08,0.25474496942E-03
 0.45990000000E+05,0.14583333333E-02,0.16000000000E-03,0.55499993338E-08,0.25524446936E-03
 0.46080000000E+05,0.14611872146E-02,0.16000000000E-03,0.55499993338E-08,0.25574396930E-03
 0.46170000000E+05,0.14640410959E-02,0.16000000000E-03,0.55499993338E-08,0.25624346924E-03
 0.46260000000E+05,0.14668949772E-02,0.16000000000E-03,0.55499993338E-08,0.25674296918E-03
 0.46350000000E+05,0.14697488584E-02,0.16000000000E-03,0.55499993338E-08,0.25724246912E-03
 0.46440000000E+05,0.14726027397E-02,0.16000000000E-03,0.55499993338E-08,0.25774196906E-03
 0.46530000000E+05,0.14754566210E-02,0.16000000000E-03,0.55499993338E-08,0.25824146900E-03
 0.46620000000E+05,0.14783105023E-02,0.16000000000E-03,0.55499993338E-08,0.25874096894E-03
 0.46710000000E+05,0.14811643836E-02,0.16000000000E-03,0.55499993338E-08,0.25924046888E-03
 0.46800000000E+05,0.14840182648E-02,0.16000000000E-03,0.55499993338E-08,0.25973996882E-03
 0.46890000000E+05,0.14868721461E-02,0.16000000000E-03,0.55499993338E-08,0.26023946876E-03
 0.46980000000E+05,0.14897260274E-02,0.16000000000E-03,0.55499993338E-08,0.26073896870E-03
 0.47070000000E+05,0.14925799087E-02,0.16000000000E-03,0.55499993338E-08,0.26123846864E-03
 0.47160000000E+05,0.14954337900E-02,0.16000000000E-03,0.55499993338E-08,0.26173796858E-03
 0.47250000000E+05,0.14982876712E-02,0.16000000000E-03,0.55499993338E-08,0.26223746852E-03
 0.47340000000E+05,0.15011415525E-02,0.16000000000E-03,0.55499993338E-08,0.26273696846E-03
 0.47430000000E+05,0.15039954338E-02,0.16000000000E-03,0.55499993338E-08,0.26323646840E-03
 0.47520000000E+05,0.15068493151E-02,0.16000000000E-03,0.55499993338E-08,0.26373596834E-03
 0.47610000000E+05,0.15097031963E-02,0.16000000000E-03,0.55499993338E-08,0.26423546828E-03
 0.47700000000E+05,0.15125570776E-02,0.16000000000E-03,0.55499993338E-08,0.26473496822E-03
 0.47790000000E+05,0.15154109589E-02,0.16000000000E-03,0.55499993338E-08,0.26523446816E-03
 0.47880000000E+05,0.15182648402E-02,0.16000000000E-03,0.55499993338E-08,0.26573396810E-03
 0.47970000000E+05,0.15211187215E-02,0.16000000000E-03,0.55499993338E-08,0.26623346804E-03
 0.48060000000E+05,0.15239726027E-02,0.16000000000E-03,0.55499993338E-08,0.26673296798E-03
 0.48150000000E+05,0.15268264840E-02,0.16000000000E-03,0.55499993338E-08,0.26723246792E-03
 0.48240000000E+05,0.15296803653E-02,0.16000000000E-03,0.55499993338E-08,0.26773196786E-03
 0.48330000000E+05,0.15325342466E-02,0.16000000000E-03,0.55499993338E-08,0.26823146780E-03
